만족도,단어,빈도수
972,만족,듀,17
973,만족,카키색,17
974,만족,뎅,17
975,만족,이만,17
976,만족,나니,17
977,만족,버클,17
978,만족,구용,17
979,만족,폭주,17
980,만족,버,17
981,만족,나이키,17
982,만족,악세,17
983,만족,차고,17
984,만족,마무리,17
985,만족,다운,17
986,만족,신지,17
987,만족,깡패,17
988,만족,리뷰,17
989,만족,놀랬,17
990,만족,입금,17
991,만족,로고,17
992,만족,바셀린,17
993,만족,남아,17
994,만족,루,17
995,만족,마자,17
996,만족,올해,17
997,만족,최저,17
998,만족,이미지,17
999,만족,가요,17
1000,만족,방법,16
1001,만족,요새,16
1002,만족,기능,16
1003,만족,똑,16
1004,만족,준,16
1005,만족,흐,16
1006,만족,물품,16
1007,만족,일도,16
1008,만족,와인,16
1009,만족,견고,16
1010,만족,욕심,16
1011,만족,남성,16
1012,만족,감수,16
1013,만족,다나,16
1014,만족,기다림,16
1015,만족,뽁뽁이,16
1016,만족,원단,16
1017,만족,아보,16
1018,만족,마,16
1019,만족,쪽지,16
1020,만족,운,16
1021,만족,만족도,16
1022,만족,네오,16
1023,만족,맨발,16
1024,만족,요기,16
1025,만족,노,16
1026,만족,리가,16
1027,만족,뒷밴딩,16
1028,만족,신한,16
1029,만족,오랜만,16
1030,만족,촉감,16
1031,만족,반짝,16
1032,만족,살껄,16
1033,만족,종이가방,16
1034,만족,이전,16
1035,만족,대체,16
1036,만족,레토,16
1037,만족,어차피,16
1038,만족,삿어,16
1039,만족,탈,16
1040,만족,혹,16
1041,만족,여리해,16
1042,만족,베이직,16
1043,만족,소지품,16
1044,만족,여러분,16
1045,만족,촌,16
1046,만족,별루,16
1047,만족,보증,16
1048,만족,방향,16
1049,만족,카키,16
1050,만족,맨,15
1051,만족,듬,15
1052,만족,매하,15
1053,만족,껄,15
1054,만족,어버이날,15
1055,만족,오니,15
1056,만족,직원,15
1057,만족,어서,15
1058,만족,대충,15
1059,만족,즈,15
1060,만족,손글씨,15
1061,만족,가운데,15
1062,만족,닷,15
1063,만족,그동안,15
1064,만족,구김,15
1065,만족,얼마나,15
1066,만족,지지,15
1067,만족,첨부,15
1068,만족,생기,15
1069,만족,쇼,15
1070,만족,워,15
1071,만족,듭니당,15
1072,만족,기념,15
1073,만족,끼니,15
1074,만족,리햅,15
1075,만족,송,15
1076,만족,찍찍,15
1077,만족,아아,15
1078,만족,매번,15
1079,만족,안정,15
1080,만족,열,15
1081,만족,장시간,15
1082,만족,화요일,15
1083,만족,장만,15
1084,만족,뻑뻑,15
1085,만족,당황,15
1086,만족,강,15
1087,만족,제발,15
1088,만족,세라,15
1089,만족,깜놀,15
1090,만족,록스,15
1091,만족,반짝임,15
1092,만족,호가,15
1093,만족,버건디,15
1094,만족,표시,15
1095,만족,목,15
1096,만족,향,15
1097,만족,스틸,15
1098,만족,시원,15
1099,만족,광택,14
1100,만족,자기,14
1101,만족,립스틱,14
1102,만족,양호,14
1103,만족,세련,14
1104,만족,마침,14
1105,만족,쭉,14
1106,만족,가끔,14
1107,만족,배달,14
1108,만족,핸드백,14
1109,만족,제작,14
1110,만족,모습,14
1111,만족,마디,14
1112,만족,저녁,14
1113,만족,안타,14
1114,만족,터치,14
1115,만족,빨랏,14
1116,만족,오래오래,14
1117,만족,양쪽,14
1118,만족,오염,14
1119,만족,카,14
1120,만족,뒤쪽,14
1121,만족,뒷부분,14
1122,만족,로만,14
1123,만족,탁,14
1124,만족,간지,14
1125,만족,스티로폼,14
1126,만족,어보,14
1127,만족,와우,14
1128,만족,평상시,14
1129,만족,요청,14
1130,만족,뉴,14
1131,만족,전반,14
1132,만족,의향,14
1133,만족,조앙,14
1134,만족,초,14
1135,만족,신뢰,14
1136,만족,아기자기,14
1137,만족,인지,14
1138,만족,발사이즈,14
1139,만족,요건,14
1140,만족,빅사,14
1141,만족,아차,14
1142,만족,몇,14
1143,만족,관리,14
1144,만족,하나로,14
1145,만족,왕,14
1146,만족,매력,14
1147,만족,내용,14
1148,만족,스몰,13
1149,만족,채,13
1150,만족,한편,13
1151,만족,짜증,13
1152,만족,매도,13
1153,만족,천,13
1154,만족,토트,13
1155,만족,우리,13
1156,만족,대부분,13
1157,만족,나무,13
1158,만족,아침,13
1159,만족,크림,13
1160,만족,쥬,13
1161,만족,손색,13
1162,만족,자석,13
1163,만족,곳도,13
1164,만족,차지,13
1165,만족,대도,13
1166,만족,프로,13
1167,만족,는걸,13
1168,만족,헤헤,13
1169,만족,메모,13
1170,만족,남,13
1171,만족,도금,13
1172,만족,신구,13
1173,만족,포,13
1174,만족,체인,13
1175,만족,합,13
1176,만족,헐렁,13
1177,만족,옥,13
1178,만족,기전,13
1179,만족,완료,13
1180,만족,특,13
1181,만족,차서,13
1182,만족,고퀄,13
1183,만족,널널,13
1184,만족,실수,13
1185,만족,엿,13
1186,만족,술,13
1187,만족,라지,13
1188,만족,살색,13
1189,만족,단화,13
1190,만족,활,13
1191,만족,슈즈,13
1192,만족,조만간,13
1193,만족,미드나잇,13
1194,만족,렁,13
1195,만족,헤어,13
1196,만족,준비,12
1197,만족,장난,12
1198,만족,수령,12
1199,만족,인증,12
1200,만족,오빠,12
1201,만족,신청,12
1202,만족,강력,12
1203,만족,사지,12
1204,만족,본인,12
1205,만족,보구,12
1206,만족,형식,12
1207,만족,확정,12
1208,만족,디테,12
1209,만족,쪼,12
1210,만족,차라리,12
1211,만족,요가,12
1212,만족,서요,12
1213,만족,부착,12
1214,만족,센티,12
1215,만족,판,12
1216,만족,리도,12
1217,만족,피부,12
1218,만족,핏,12
1219,만족,너뮤,12
1220,만족,컷팅반지,12
1221,만족,멀리,12
1222,만족,다크,12
1223,만족,오픈,12
1224,만족,욯,12
1225,만족,뽁뽁,12
1226,만족,통굽,12
1227,만족,차단,12
1228,만족,성비,12
1229,만족,초록색,12
1230,만족,팩트,12
1231,만족,리용,12
1232,만족,얘,12
1233,만족,당장,12
1234,만족,료,12
1235,만족,된거,12
1236,만족,느,12
1237,만족,한텐,12
1238,만족,렷,12
1239,만족,댓글,12
1240,만족,스티커,12
1241,만족,시중,12
1242,만족,라마,12
1243,만족,체,12
1244,만족,뒷굽,12
1245,만족,처,12
1246,만족,필수,12
1247,만족,휴대폰,12
1248,만족,통통,12
1249,만족,지게,12
1250,만족,베이,12
1251,만족,환불,12
1252,만족,프린팅,12
1253,만족,걸렷,12
1254,만족,역,12
1255,만족,도톰,12
1256,만족,말씀,12
1257,만족,아예,12
1258,만족,딘,12
1259,만족,복,12
1260,만족,인조,12
1261,만족,디쟌,11
1262,만족,츠,11
1263,만족,빠,11
1264,만족,달리,11
1265,만족,보임,11
1266,만족,답장,11
1267,만족,기념일,11
1268,만족,아울렛,11
1269,만족,윌리,11
1270,만족,안심,11
1271,만족,한치,11
1272,만족,도로,11
1273,만족,진짜진짜,11
1274,만족,홀수,11
1275,만족,장식,11
1276,만족,형태,11
1277,만족,풀,11
1278,만족,삼,11
1279,만족,운동,11
1280,만족,미국,11
1281,만족,영롱,11
1282,만족,발아,11
1283,만족,만요,11
1284,만족,서리,11
1285,만족,면세점,11
1286,만족,위로,11
1287,만족,스커트,11
1288,만족,게다가,11
1289,만족,통풍,11
1290,만족,업체,11
1291,만족,시켯는데,11
1292,만족,데이,11
1293,만족,그때,11
1294,만족,노랑,11
1295,만족,오옹,11
1296,만족,효,11
1297,만족,스레,11
1298,만족,에나멜,11
1299,만족,스타,11
1300,만족,연결,11
1301,만족,문구,11
1302,만족,좋아욤,11
1303,만족,고발,11
1304,만족,눌려,11
1305,만족,욘,11
1306,만족,젛아,11
1307,만족,표,11
1308,만족,과정,11
1309,만족,손수건,11
1310,만족,가득,11
1311,만족,리얼,11
1312,만족,환기,11
1313,만족,셧,11
1314,만족,가게,11
1315,만족,적당,11
1316,만족,베,11
1317,만족,은반지,11
